,ID,Name,Type
2050,425E,The Enchanted Husband Sings Lullaby,"(Including the previous Type 425L.) A young woman follows an enchanted man (usually a prince) to his underground castle (grotto) and marries him. During the night her husband takes on his human shape. He forbids her to open a certain room [C611] (she is not allowed to watch him at night, to wake him up, to open the padlock of his heart or to look through a keyhole into his body). She breaks the taboo and, although she is pregnant, she is chased away. The pregnant woman finds lodging in the house of a rich woman (queen) whose son had disappeared a long time ago. Here she gives birth to a child. At night the enchanted husband visits his sleeping wife, sings a lullaby to the child, and thus tells how he may be disenchanted (roosters must not crow, church bells must not ring, etc.). Maidservants report this to the lady of the house. In the third night the conditions demanded in the song are met (the enchanted man is embraced or seized). The man is released from the enchantment and is recognized as the missing son. (Previously Type 425L.) Cf. Type 434."
2051,425M,The Snake as Bridegroom (previously Bathing Girls Garments Kept),"A serpent (water being, dragon) steals the clothes of a bathing girl and gives them back only when she promises to marry him [K1335]. The serpent takes her as his bride to his splendid castle (at the bottom of the sea) where she gives birth to two children. The serpent promises that the woman may visit her parents if she performs certain impossible tasks (wearing out iron shoes [H1125, Q502.2], spinning an endless thread, etc.) [H1010]. By following the advice of an old woman she succeeds [N825.3], and finally she and her children are allowed to visit her parents for three days. But she is warned not to tell anyone about her husband [C421]. The woman keeps the promise. The children, however, tell the relatives about their father and give away the secret of the magic formula by which he can be summoned. The womans brothers call the serpent and kill him. Together with her children the woman returns. She calls her husband, but there is only blood in the sea. So she realises that the children have betrayed her and condemns them to be turned into trees [D215]."
2052,426,"The Two Girls, the Bear, and the Dwarf","During the winter two sisters (called Snow White and Rose Red) invite a bear into their hut. Three times the sisters rescue an evil dwarf who was going to steal some treasures, but he is ungrateful and insults them [F451.2.3.1, K1111.1, F451.6.1, F451.5.2.1]. Thereupon the bear (who had been enchanted by the dwarf) catches him. The dwarf offers treasures to the bear if he will devour the girls instead of him. But the bear kills the dwarf and thus is disenchanted and turns into a prince [D763]. The prince marries one of the sisters and his brother (who was not mentioned until then) the other."
2053,430,The Donkey (Asinarius),"After a royal couple have long wished for children, the queen finally gives birth to a donkey. Raised as a human, he learns courtly customs and how to sing and play the lyre (harp, etc.) [D963]. On the day when he first sees a reflection of his face, he runs away accompanied by a servant. In a foreign country he entertains the kings court with his musical talents. He meets the kings daughter and is charmed by her beauty. When the donkey wants to return home, the king tries to prevent him by offering him his daughter in marriage [B641.4]. On the wedding night the donkey takes off his skin and turns into a handsome prince. A servant who observes this tells the king, who burns up the skin on the following night [D721.3]. The prince, unable to become a donkey again, wants to flee, but the king stops him and gives him part of his kingdom. Cf. Type 425A."
2054,431,The House in the Forest,"Three sisters one after the other go to a house in the forest where an old man lives with his three animals [D1890, D166.1.1, D166.1, D133.1]. The two older girls cook and make a bed only for the man, not for the animals, nor do they wait for the old man to go to bed before they do [Q2]. He shuts them up in his cellar. The youngest girl takes care of the animals, feeds them [L54] and takes the leftovers for herself, and goes to bed only after the old man is settled down for the night. She wakes up in a palace. Instead of the old man, she finds a young prince, who, together with his three servants, had been enchanted by a witch. The girl and the prince marry [L162], and the sisters must serve as maids until they prove themselves to be sympathetic to animals. In some variants a woman spoils her lazy, bad-tempered daughter and mistreats the industrious stepsister, giving her only a little food. She follows a rolling loaf of bread to a (enchanted) house in the forest. She shares her food with animals who live there (whom she has brought with her) and is kind to an old man or an animal-man (forest spirit). On the advice of the animals, she takes the man to bed with her, and he is disenchanted (along with the animals) [D731]. She marries the man or is given a reward. The jealous sister comes to the house with good food, but does not share it with the animals, so they do not give her advice. She is unkind to the old man (spirit) and is (severely) punished. Cf. Type 480."
2055,432,The Prince as Bird,"The youngest of three sisters asks her father, when he goes on a journey, to bring her an unusual present (feather, plant, book, violin, mirror, pearl, etc.) [L221]. The father at first cannot find such a thing, but then he obtains it from an unknown prince. (Cf. Types 425A, 425B, 425C, 894.) The daughter uses the present to call its owner, who comes (in bird form) through her window [D641.1]. The envious sisters (stepmother) spy and discover the lover. They put knives or broken glass around the window [K2212.1, S181]. The prince is wounded and does not visit any more. The youngest daughter (disguises herself as a man [K1837] and) goes to look for her lover [H1385.5]. She overhears a conversation between birds (demonic beings, who meet in or under a tree) who speak about where the prince is and how he can be cured by a medicine [N452]. The woman prepares the medicine, finds her lover, and heals him. In payment, he gives her a present (ring, hair, shirt, horse). The prince recognizes his love. Or, back home, she summons him by means of the feather (etc.). He comes but is angry because he believes that she had injured him, and she explains what really happened. She shows him the second present (ring, shirt etc.) to prove that it was she who had cured him. They are reconciled [B642]."
2056,433B,King Lindorm,"(Including the previous Types 433, 433A, and 433C.) Cf. Type 430. This tale deals with a brave woman who marries a snake (worm, frog or toad, lizard, another animal). She disenchants him by kissing or embracing him or by sharing his bed [D735.1], or because she wears more shirts than he has layers of skin. (Previously Types 433 and 433A.) Cf. Types 425A, 441, 480, 711. This tale exists chiefly in three different forms: (1) A poor woman gives birth to a snake (a couple adopt a snake or a frog as their child). When the animal grows up he wants to marry the daughter of the king. The king sets impossible tasks, which the snake accomplishes (the snake frightens the king). The snake marries the princess, and after the wedding he turns into a handsome man (prince). (2) A childless queen (through a hasty wish [T513] or magic conception [T510]) gives birth to an animal son (snake, dragon, etc.) whom she keeps secret. When he grows up he wants to marry, but every woman who marries him is killed on her wedding night. One courageous young woman (a mistreated stepdaughter) puts on seven shirts one on top of the other (on the advice of a wise woman, her dead mother). She challenges the snake to shed one of his skins every time she takes off one of her shirts. When he is completely stripped, she whips him and then bathes him in milk [D766.1]. She lies down beside him and he turns into a handsome young man. (The skins are destroyed [D721.3].) (3) A young woman marries a snake who gives her jewelry and turns into a handsome young man. The woman burns the snake skin and lives happily with her husband. Another jealous woman tells her father she too wants to marry a snake. She is left in a room alone with such an animal, who kills her. (Previously Type 433C.) In some variants after the husband is disenchanted, the woman is (slandered by a jealous woman and) banished. She disenchants a prince (who has been transformed into a bird) or a dead man, marries him, and gives birth to a son. Her first husband finds her after a long search. She must choose between the husbands and decides to stay with the first."
2057,434,The Stolen Jewelry (previously The Stolen Mirror),"(In order to avert a prophecy, a princess is confined to a tower or underground cave.) A prince in the form of a bird [D150] visits her three times and each time takes something away (jewelry, comb, mirror, hair ribbon). The princess becomes lovesick [T24.1] and goes to find the bird [H1385.5]. She learns (from an old man) where the bird has gone [H1233.1] and discovers that he can change into a handsome young man. She becomes pregnant by him and, in his mothers house, gives birth to a child. She learns (from him) how she can disenchant him. She fulfills the requirements (together with his mother) and he is disenchanted. Cf. Type 425E."
2058,434*,The Diver,"(Cola Pesce.) A man skilled in diving lives like a fish in the sea (and sometimes transforms himself into an ocean animal). The king summons him and orders him to go and report on various places under the water. The diver complies at first, but then he refuses to go to a particularly dangerous place. The king throws his crown into the sea [H1132.1.7], sending the diver on a quest from which he never returns. In an Estonian oikotype, the diver is in love with a princess. A jealous suitor tells her [H911] to throw a piece of jewelry into the sea for the diver to retrieve [cf. H1132.1.7]. The diver transforms himself into a duck and accomplishes this task [D161, D641]. He turns back into his human form [D700] and marries the princess [L161]."
2059,440,The Frog King or Iron Henry,"A young princess (youngest of three sisters) drops her golden ball into a well [C41.2], and a frog [B211.7.1] gives it back to her. (In some variants the frog helps her with some other difficulty.) He makes her promise him that he may eat from her plate, drink from her cup, and sleep in her bed [S215.1]. The animal comes for his reward and the king insists the princess do as she had promised. Angry, she throws the frog at the wall and he turns into a handsome prince [D789]. In some variants the frog is disenchanted by means of a kiss, marriage, from being decapitated, etc. [D735.1, D743, D711]. In the Grimms version: When the prince takes the princess home in his carriage, they meet his faithful servant Henry, whose heart had broken when the prince was enchanted. The iron bands that had held it together break from joy [F875]. In some variants the bride has the iron bands on her heart, and they break from pain, not from joy. After the disenchantment, both partners may be put to a test. The princess searches all over the world for her bridegroom, and he must identify his true bride. Cf. Types 313, 425A."
2060,441,Hans my Hedgehog,"A previously-childless couple (because of a hasty wish or a curse) have a son who is a hedgehog [C758.1, T554]. He becomes a swineherd in the forest, where the pigs thrive under his care. He gives directions to three (two) kings (merchant, count, king, one king three times, etc.) who have lost their way, and is promised one of their three daughters as his wife [S226]. Riding on a rooster, he goes to claim his bride three times. Two of the princesses refuse him and he scratches them, but the third agrees to marry him [B641.5]. On the wedding night (on the way to the church, after they have lived together), the animals skin is destroyed (the princess kisses the hedgehog, whips him, cuts off his head, etc.). The hedgehog is disenchanted and turns into a handsome young man [D721.3]. (The two other princesses kill themselves from jealousy and anger.) Cf. Types 425C, 433B."
2061,442,The Old Woman in the Forest (previously The Old Man in the Forest),"Robbers attack a group of travelers, and a poor servant girl survives by hiding in a tree. In the evening a dove brings her keys that unlock three trees in which she finds food, clothing, and a bed. The dove tells her to go to a little house where she will find an old woman. She should not answer any of her questions but should bring back a plain ring, leaving the shiny one there. The girl does as the dove ordered, and does not let the old woman distract her. She stops the old woman from running away with a bird cage, and finds the ring in the birds beak. While waiting for the dove, the girl puts the ring on her finger [D1076]. Immediately a tree envelops her with its branches and turns into a handsome young prince [D431.2] who explains that he had been enchanted by the witch. Other trees turn into servants and horses. The prince takes the girl to his kingdom, where they marry [L162]. Cf. Type 405."
2062,444*,Enchanted Prince Disenchanted,"(Including the previous Types 432*, 444A*, 444B*, 444D*, and 444E*.) Miscellaneous type. A prince is transformed (by a supernatural being) into an animal (monkey, fish, dragon, bird, cat, wild boar, etc.). He is disenchanted by a woman who sympathizes with him or helps him (by performing a task, obtaining a magic object, etc.)."
2063,449,Sidi Numan (previously The Tsars Dog [Sidi Numan]),"(Including the previous Type 1898*.) This tale exists chiefly in two different forms: (1) A man discovers that his wife eats corpses in the night. When he accuses her of this, she turns him into a dog. Another sorceress recognizes that the dog is really a human and returns him to his original form. With her help the husband is able to turn his wife into a mare and he beats her (to death). (2) An unfaithful wife turns her husband into a dog [D141, K1535], which herds sheep and also rescues the kings baby [D682.3]. When he returns to his wife, she turns him into a bird [D151.8]. He finds a magic wand, becomes a man again, and changes his wife and her lover into donkeys [D682.3]."
2064,400,The Man on a Quest for his Lost Wife,"(Including the previous Types 400*, 401, and 401A.) This tale exists chiefly in three different forms: (1) A man in distress (impoverished fisherman, merchant) unwittingly promises his (unborn) son to the devil [S240]. When the boy is delivered to him later, the devil cannot use him because he is protected by magic [K218.2] (cf. Type 810). Thus the boy is cast out in the sea (river, desert). He arrives in a foreign country and finds a lonely castle where he meets a bewitched princess (maiden, fairy) in the form of a serpent (deer). He rescues her by enduring three nights of torture [D758.1]. They marry [F302, L161]. When he wants to visit his parents, his wife gives him a ring to carry him home [D1470.1.15], and she forbids him to call her to come to him [C31.6] (to boast of her beauty [C31.5]). At home he is induced (by his mother) to break the taboo. His wife appears [D2074.2.3.1], takes the ring, and leaves him destitute. The man sets out in search of his wife [H1385.3]. On his way he meets three hermits (rulers of animal kingdoms, or moon, sun, and wind) whom he asks for directions [B221, H1232, H1235]. With the help of the third he arrives at the empire of his wife, or he pretends that he wants to help three giants who are fighting over magic objects (inheritance, booty). He steals the magic objects (magic sword [D1400.1.4], magic coat or hood [D1361.14], seven-league boots [D1521.1]) [D831, D832] (cf. Type 518). With their help he is able to overcome the obstacles on the way to his wife [D2121]. When he finds his wife, she is about to marry another man [N681]. He discloses his identity as her real husband. (2) Meeting the princess and disenchantment as in version (1); but the disenchantment is not complete. The princess wants to travel back to her own distant land. She asks her rescuer to wait for her at a certain time and place. She appears three times, but each time a servant (witch) has put her husband into a deep sleep from which he cannot be awakened [D1364.15, D1364.4.1, D1972]. The princess informs him (in a letter) how and where to find her ( on the glass mountain). The man sets out to find her. Continued as in version (1). (3) A youth watches a flock of birds (swans, ducks, geese, doves) land on the shore. The birds take off their feather coats and become beautiful maidens [D361.1]. While they are bathing, the youth steals the feather coat of the most beautiful girl, who cannot leave with the others and thus must marry the youth [D721.2, B652.1]. Later, because of carelessness (of the mans mother), the maiden takes back her coat [D361.1.1] and flies away (together with her children). She tells the youth her destination in the otherworld (e.g. glass mountain). The man sets out in search of his wife (as in version 1). Some variants include elements from Type 313 (Magic Flight)."
2065,401A*,The Soldiers in the Enchanted Castle,"Miscellaneous type. Twelve (seven, three) soldiers (deserters) come (often with the help of an animal or person) to a lonely castle (small house), where they receive food and lodging. A white woman (maiden who appears in a dream) asks them to stay in the castle for seven years (one year and two days) (to keep guard for three nights) and to fulfill certain conditions (not to think of a maiden, not to touch or look at the maidens who sleep in their beds, not to open a certain door). They disobey the prohibition and flee, or all (but one) leave the castle before the end of the vigil. Thus their efforts to disenchant the princesses who live in the castle are unsuccessful [D759.9]. The soldiers often return later, and the one is rewarded (often after having performed different tasks), but the others are killed. In some variants the soldiers succeed in disenchanting the princesses and each of them marries one of them (seven seven-year-old boys finally break the spell) [D759.10]."
2066,402,"The Animal Bride (previously The Mouse [Cat, Frog, etc","] as Bride). A father is not able to decide which of his (three) sons should inherit his property (kingdom) and sends them all on a quest for one year [H1210.1]. They are told to bring back a special object (yarn, linen [H1306], fine chain [H1303], ring, horse, smallest dog [H1307], money) or they must learn a profession. Whoever performs the task best will be the heir. The youngest son, often a fool, goes into a forest and becomes the servant of an animal (cat [B422], rat, frog [B493.1], mouse [B437.2]). As a payment he is given the object that his father had asked for. It proves to be the most beautiful one, and thus he should be the heir [H1242]. Because his brothers (parents) are envious, two further tasks are set, and finally the brothers are required to bring a bride (most beautiful woman [H1301.1]). The youngest returns to the animal which again promises to help. The animal is disenchanted by burning, mutilation, decapitation [D711], or by crossing a river [B313, D700], and becomes a beautiful princess with a castle. They return happily to his parents as bride and bridegroom. Sometimes they deceive the parents: The youngest son arrives dressed in rags and is ridiculed; then the bride arrives and they reveal their identities. When the son arrives in the first place dressed as a prince, a mole helps to identify him. Often the youngest son renounces his inheritance and goes with his wife back to her castle. In some variants from eastern and southeastern Europe and the Near East, the youngest son takes the animal (often a frog or toad) to his home and hides it from the family. The father assigns tasks to his daughters-in-law which the frog performs best. The last (third) task requires the brides to attend a feast, where the frog turns into the most beautiful woman. The bridegroom burns the frogs skin so that the bride cannot change back. As a consequence she leaves him, and he sets out on a quest and finally is able to retrieve her. Cf. Type 400."
2067,402*,"The Princess who Scorned an Unloved Suitor is turned into a frog (mouse, etc",")[T75.1, D661]. She is disenchanted (by another man) and her animal skin is burned in order to prevent her from changing back. Cf. Type 400."
2068,402A*,The Princess Transformed into a Toad,"A princess who has been transformed into a toad (old witch, etc.)is disenchanted by a young mans kiss (pity) and marries him. Cf. Type 440."
2069,403,The Black and the White Bride,"(Including the previous Types 403A and 403B.) A stepmother hates her stepchildren [S31]. The stepdaughter is kind to someone she meets (e.g. Christ and St. Peter) (she is sent after strawberries in winter [H1023.3], and meets dwarfs who help her). In return she is given great beauty [D1860] (the power of dropping gold or jewels from her mouth [D1454.2, D1454.1.2]). The stepmothers own daughter is unkind under these conditions and is made ugly [D1870] (made to drop toads from her mouth [M431.2]) [Q2]. The stepdaughters brother is in service at the court of a king. He takes his sisters picture with him. The king sees the girls picture, falls in love with her, and sends the brother for her [T11.2]. (The beautiful stepdaughter is seen accidentally by a king or prince, who marries her [N711, L162].) On their journey to the kings court, the stepmother or stepsister casts the true bride out of the carriage (overboard) [S432]. The king marries the ugly stepsister [K1911], and the brother is thrown into prison or a pit of snakes [Q465.1]. (The kings wife gives birth to a child. The stepmother throws her and her child into the water and substitutes her own daughter for the bride [K1911.1.2].) The true bride is transformed to a duck (goose) [D161.2], and comes to the kings court three times (to care for her child [D688]). The last night the king wakes and disenchants her by decapitation [D711] (cutting her golden belt, holding her during successive transformations [D712.4]). The brother, unharmed in the den of snakes [B848], is rescued. The true bride is married or reinstated, and the false bride and her mother are punished [Q261]. Cf. Types 450, 480, 510B, 511."
2070,403C,The Substituted Bride (previously The Witch Secretly Substitutes her own Daughter),"A witch secretly substitutes her own daughter for the bride. On the way to his home, the bridegroom discovers the substitution and throws the witchs daughter out of the carriage. The girl falls down to the earth (under a bridge), and from her navel grows a reed in which the witch recognizes her own daughter."
2071,404,The Blinded Bride,"(Previously Type 533* and part of Type 533.) A girl is blessed at birth by fairies (is kind to a snake) who cause her to produce gold (jewels, flowers) from her hands (mouth [D1454.2], footsteps [D1454.7], tears [D1454.4]). A king sees the girl and wants to marry her. Her wicked stepmother (aunt) and stepsister accompany her on the journey to the kings court. On the way, the girls stepmother feeds her with salty food. When the girl asks for water, the stepmother puts out both of her eyes [S165] or mutilates her. They take her clothes and throw her into the sea. The stepsister, posing as the bride, marries the king. A kind fisherman (poor man) finds the blinded girl, takes her home, and becomes rich from the gold from her hands. He uses the gold (jewels, flowers) to buy back the girls eyes [E781.2] (the snake commands this). The girl recovers her sight, dresses in beautiful clothes, and goes to the kings court. The king recognizes her when she washes her hands. He marries her, and the wicked women are burned. (The snake is the girls guardian angel and returns to heaven.)"
2072,405,Jorinde and Joringel,"The lovers Jorinde and Joringel accidentally go to the magic forest of a sorceress (witch). She transforms Jorinde, as she has many other girls before, into a bird [D683.2, D150] and keeps her in a cage. Joringel dreams about a magic flower, goes on a search, and finds it. He touches Jorinde and all the other birds with the flower and thus changes them back into their former shapes [D771]. Cf. Type 442."
2073,406,The Cannibal,"A couple have a child who is a cannibal [G33] who eats everyone up. A man succeeds in breaking the enchantment [D716], and the cannibal is transformed into a maiden [D11.1]. They are married [T101]. Cf. Types 307, 315A."
