,ID,Name,Type
2160,510A,Cinderella,"(Cenerentola, Cendrillon, Aschenputtel.) A young woman is mistreated by her stepmother and stepsisters [S31, L55] and has to live in the ashes as a servant. When the sisters and the stepmother go to a ball (church), they give Cinderella an impossible task (e.g. sorting peas from ashes), which she accomplishes with the help of birds [B450]. She obtains beautiful clothing from a supernatural being [D1050.1, N815] or a tree that grows on the grave of her deceased mother [D815.1, D842.1, E323.2] and goes unknown to the ball. A prince falls in love with her [N711.6, N711.4], but she has to leave the ball early [C761.3]. The same thing happens on the next evening, but on the third evening, she loses one of her shoes [R221, F823.2]. The prince will marry only the woman whom the shoe fits [H36.1]. The stepsisters cut pieces off their feet in order to make them fit into the shoe [K1911.3.3.1], but a bird calls attention to this deceit. Cinderella who had been first hidden from the prince, tries on the shoe and it fits her. The prince marries her."
2161,510B,"Peau dasne (previously The Dress of Gold, of Silver, and of Stars [Cap o Rushes])","(Cap oRushes, Donkey Skin, All Kinds of Fur, Allerleirauh.) A king promises his wife on her deathbed [M255] only to marry another woman who is as beautiful as she is (whom a particular ring fits). Because she is the only one who meets this condition, the king wants to marry his grown daughter. In order to delay the wedding, the young woman asks him to give her dresses like the sun (gold), the moon (silver), and stars (diamonds), and a coat made of many different kinds of fur (a covering of wood). After he provides all these, the daughter runs away from her father [T311.1] and, disguised in the ugly skin [K521.1, F821.1.3, F821.1.4], works as a kitchen maid (goose-girl) in another castle. Cf. Types 706, 706C. When a series of feasts is held in the castle where she works, the young woman secretly puts on her splendid dresses. The prince falls in love with her [N711.6] but does not recognize her as the kitchen maid [R255]. On the following days he treats the kitchen maid badly. During the feasts he asks the beautiful woman where she comes from, and she gives cryptic answers that refer to how he had treated the kitchen maid [H151.5]. He gives her a ring. Then the prince becomes lovesick. In her character as kitchen maid, she slips his ring into his soup (bread). He finds her [H94.2, H94.4] and marries her. Sometimes the young woman is discovered while she is bathing or dressing instead of being recognized through a token."
2162,510B*,The Princess in the Chest,"A widowed king wants to marry his daughter. She demands that he give her a magic golden chest (golden lantern). On their wedding day, she hides herself in the chest. The father sells the chest to a prince (it is cast into the sea, where a prince finds it and brings it into his house). When the princess secretly comes out and eats his food, he discovers her and falls in love with her. The princes fiance discovers the princess and sends her away. The prince becomes lovesick and the princess brings him food in which she has hidden a ring of the prince. He finds her and marries her."
2163,511,"One-Eye, Two-Eyes, Three-Eyes","(Including the previous Types 452C*, 511A, and 511A*.) A girl (boy) has a stepmother who does not give her enough to eat but makes her herd cattle and spin a great amount of flax. She tells her sorrows to a (little colored) cow (red ox, godmother), who gives her food [B535.0.1] and helps her with her work. The stepmother wants to know why the girl is so well fed, and sends her one-, two- and three-eyed daughters one after the other to find out. The girl sings One-Eye [F512.1] and Two-Eyes to sleep, so they learn nothing, but she forgets to sing to the third eye of Three-Eyes [F512.2.1.1], who tells her mother about the cow [D830.1]. The stepmother determines to have the cow slaughtered. When the girl tells the animal this, the cow tells her to plant its bones (intestines, or not to eat its meat). She does as she was told, and a tree (apple tree) grows which continues to help her [B100.1, D1461, D1470.2]. A rich man notices the tree and asks for an apple. When the stepsisters try to pick one, a branch scratches them. Only the girl herself can pick the fruit [D590, H31.12], and the rich man marries her [L162]. Often the tree goes (is taken) with them. The stepmother and stepsisters are punished. Sometimes, the child and the cow run away when the stepsister discovers their secret. They pass through brass, silver, and gold forests [F811.1]. In each forest, the cow warns the child not to pick the leaves [C513], but the child disobeys. A brass etc. ox (wolf, lion) comes and fights with the cow of the child. The last of these overcomes the cow, which, before it dies, tells the child to save (plant) some part of its body (horn, hoof, skin) because it will help him later [B505, B115]. (Previously Type 511A.) Or, the cow dies after the escape and turns into an angel that flies to heaven. (Previously Type 511A*.) In some variants another woman wants to marry the girls father. She promises to take good care of the girl and convinces her to kill her mother by having her look into a chest and dropping the lid on her neck. Cf. Type 720. In other variants, after the stepmother discovers the secret of the cow, she tries to kill the girl in a covered pit filled with burning coals. A dog warns the girl in front of the pit. The stepmother kills the dog and the next day the girl falls into the pit. She is burned up, the cow licks the ashes, and a duck comes out. When her brother comes home, the girl in the form of this duck tells him what happened. He punishes the stepmother. (Previously Type 452C*.)"
2164,513,The Extraordinary Companions,This type number refers to a cycle of related tales. See esp. Types 513A513B.
2165,513A,Six Go through the Whole World,"A discharged soldier (fool) acquires many (six) traveling companions with extraordinary abilities [F601]: e.g. one who runs fast [F681.1], one who eats great quantities [F632, F633], one who produces (can withstand) severe frost [D2144.1.2], one who can shoot and hit the left eye of a fly from far away [F661.5.3], one with acute hearing [F641.1, F641.2, F641.3], one who can make himself taller, and one who can rip up trees by their roots [F621]. In order to avenge himself on the king who discharged him, the soldier enters a contest to marry the princess [H331]. She has agreed to marry anyone who beats her at running [H331.5.1]. The king permits the soldier to employ his helpers. The runner overtakes the princess, but he falls asleep and is awakened just in time by the sharpshooter. In an effort to prevent the wedding, the king assigns other tasks: eating (drinking) a huge quantity [H1114, H1142], which the eater accomplishes, and staying in an oven [H1511], which the freezing man accomplishes. Finally the king offers the soldier as much money as he and his companions can carry [cf. H1127] if he will give up his claim for the princess. The companions ruin the king and overcome his army. The same motifs appear together in a reduced form. A prince (young man) is looking for a wife. He takes as servants men who help him accomplish tasks that have been set for suitors who hope to marry the princess [F605.2]. In the end he marries her [L161]."
2166,513B,The Land and Water Ship,"A king offers his daughter in marriage [H335, H331] to whoever can build a ship that can travel on land as well as in water [D1533.1.1]. Three brothers attempt this task, but the older two are unkind to an old man (little man) who asks what they want to do. The third who answers honestly gets help from the old man and is then able to build the ship (in one night) [N825.2]. The old man also tells him to take with him anyone whom he meets. These turn out to be men with unusual abilities [F601]. See Type 513A. When the young man brings the ship, the king is amazed, but since the young man is of humble origin, he gives him further (difficult) tasks to prevent the marriage. The young man accomplishes them all with the help of his companions [F601.2] (see Type 513A) and marries the princess [L161]."
2167,514,The Shift of Sex,"A king who has only (three) daughters must send a son to war (needs a son for other reasons). The daughters ask to be allowed to pretend to be men, but only the youngest passes tests which her father sets. He gives her magic objects (a horse) and she goes to the war. In some variants a queen has only daughters and, afraid of her husbands anger, pretends that the youngest is a boy. Or for other reasons a woman disguises herself as a man and goes out into the world. The woman in mans clothing [K1837] accomplishes heroic deeds and/or goes into service with a king. The daughter (sister) of the king falls in love with her and wants to marry her. The woman in mans clothing refuses, or the marriage is unconsumated. In order to get rid of the servant/husband, impossible tasks are set. The woman is able to accomplish these with the help of a helper (several helpers, the horse). Cf. Types 461, 465, 513A513C. In some variants the tests concern the gender of the servant, which had been doubted. For example, her manner of eating and her behavior in a garden are tested, or she is asked to bathe with the brothers of the princess. At the end of the tale, the woman in mans clothing is transformed into a man. This happens either through a demons curse [D11] or a saints help, seldom by accident. Then the princess is happy with her husband and the former woman becomes king. Her parents are happy that finally they have a real son."
2168,514**,A Young Woman Disguised as a Man is Wooed by the Queen (previously The Court Physician),"(Including the previous Types 881* and 884A.) A young woman in mans clothing [K1837] works as a doctor [K1825.1.2] (messenger) for a king. The kings wife falls in love with the doctor but is repulsed (accuses him of attempting to seduce or rape her [K2111]). Angry, she sets an impossible task, which the doctor must perform on pain of death. Often it is to enable a dumb person to speak. The dumb person reveals the intention of the queen, who is executed. The king marries the young woman who had posed as a doctor. Cf. Types 880, 881, 881A, and 884."
2169,515,The Shepherd Boy,"A foundling child who herds animals finds three objects (of glass) which he gives back to their owners. They promise to reward him [Q42]. With the help of the last owner, a giant, the boy fulfills three tasks. He acquires a castle in which a princess is confined. He rescues her and marries her [L161]."
2170,516,Faithful John,"A prince wants to marry a beautiful princess from a distant land because he heard her name, saw her picture [T11.2, T11.2.1], or saw her in a dream [T11.3]. A faithful servant (adoptive brother, a dead man whom he has redeemed [P361, P311, P273.1]) helps him in this pursuit. The servant poses as a merchant and traps the princess on a ship [K1332], or he enters her room by hiding in a statue of an animal [K1341] (in a magical manner). The princess is kidnapped or goes voluntarily. Cf. Type 854. On the way back, the helper overhears creatures (birds [B211.3, B143]) [N451] prophesy the future. They say that certain dangers that threaten the bridal couple can be averted by particular actions, but also that anyone who reveals this will be turned to stone. The dangers are a horse (other animal) that will run away with (kill) the bridegroom, poisoned food [H1515] (drink, clothing [H1516]), and a dragon who will kill the bridegroom on his wedding night [T172.2]. When the helper acts to avert the dangers, his actions appear excessive and irrational. When he kills the dragon, drops of its blood fall on the brides breast. He removes them (with his mouth, or he sucks them out of her body while she is unconscious). The prince construes this as a sexual attack and condemns the helper to death [N342.1]. Before the sentence can be carried out, he justifies himself [C423.4] and is turned to stone step by step [C961.2]. The prince and his wife mourn the helper. The prince discovers (in a dream) that he can bring his friend back to life by sacrificing his own children. He kills (injures) them and rubs the stone man with their blood [E113, D766.2, S268]. The helper is restored to life and he revives the children. Cf. Types 505, 507, and 916."
2171,516C,Amicus and Amelius (previously St,"James of Galicia). Two friends who look exactly alike assist each other in time of need. When one of them, in elder versions named Amelius, is challenged to a swordfight, the other, Amicus, who is a better swordsman, takes his place. Amelius remains behind with Amicuss wife, and puts a sword in the middle of the marriage bed at night [T351]. Amicus wins the fight for his friend. Later, Amicus contracts leprosy. An angel tells them that he will be healed if he bathes in the blood of Ameliuss children. Amelius cuts off their heads to save his friend [S268]. The children are restored to life. Or, because his mother had made a vow before his birth, a young man goes on a pilgrimage. He meets a friend through an apple test: a true friend is one who, when he shares an apple, takes the smaller half [H1558.0.1.1] (who notices that an apple is missing). When the friend is killed (very ill) and can be cured only by the blood of the children of the young man, he sacrifices his children in order to save his friend [S268]. The children are later restored to life. Cf. Types 303, 516."
2172,517,The Boy who Understands the Language of Birds (previously The Boy who Learned Many Things),"A boy who understands (has learned) the language of birds [B215.1, B216] is asked by his father to tell what he has heard. He is at first reluctant, but then repeats the birds prophecy [B143, M312.0.2] that the father will humble himself before the son (will serve him, bring water for the son to wash his hands). The father pushes the son into the sea (drives him out, tries to kill him) [M373]. The son is rescued and goes into the service of a foreign ruler. By hearing what birds say, he frees this ruler from ravens that annoy him. The son is honored and is given half the kingdom, and he marries a princess. In his new high position, he goes back to his parents, who serve him without recognizing him [N682]. Cf. Types 671, 671E*, 725, and 781."
2173,518,Men Fight over Magic Objects (previously Devils [Giants] Fight over Magic Objects),"A (young) man on a journey meets three (two) men (giants, devils), who are quarreling over the division of three magic objects (e.g. cloak of invisibility, seven mile boots, wishing hat, flying carpet) (which they have inherited). The man promises to render a judgment, but he asks first to try out the objects (to run a race against the owners). He takes the magic objects and runs away with them. He uses them later to accomplish difficult tasks [D832]."
2174,519,The Strong Woman as Bride (Brunhilde),"A prince falls in love with a powerful young woman who will marry only someone whose own power is as strong as hers. Suitors who try and fail are put to death. Although he is warned against it, the prince sets out along with a strong companion to win her [T58]. When they arrive, the helper storms the womans defenses, slays her army, and overcomes the woman herself on his masters behalf [Z3]. He defeats her in single combat (using a cloak of invisibility): e.g. in a shooting contest with a giant bow [H345.1], in breaking her wild horse [H345.2] [F601.2, H345]. On the wedding night the strong woman tries to crush the prince [T173.1]. The helper secretly takes his masters place and beats her for three nights with whips made of three kinds of metal [K1844.1]. When the woman discovers the impersonation, she orders the feet of the helper to be cut off [Q451.2, S162] and banishes the prince to the pigsty [K1816.6]. The helper finds a blind companion and together they force a demon to heal them with Water of Life [D1500.1.18]. The helper returns, overcomes (kills) the strong woman, and rescues the prince [R169.4]. 530559 Animals as Helpers"
2175,530,The Princess on the Glass Mountain,"(Including the previous Type 530B*.) A narrative in three parts with several different forms and combinations: (1) At night, a field (haystack, garden) belonging to a family with three sons is robbed (devastated). The sons keep watch. The elder two fall asleep (run away in fear), but the youngest (helped by a mouse, frog, old man) stays awake and captures three magic horses [H1471]. They promise to help him in the future, and he lets them go free [B315, B401, B181]. Or, hiding in a mound of hay, he is carried home by a giant. He kills the giant and finds his treasure (helpful spirits) and three horses [B315, B401, B181]. In some variants a dying father orders his sons to watch over his grave. Out of indifference (fear), the older brothers leave this task to the youngest [H1462]. At the grave he receives three horses, as well as a pipe (stick, bridle) to use to summon them. (2) The kings daughter is offered in marriage to whoever can ride to the top of a mountain (made of glass, crystal, marble) [F751, H331.1.1, H331.1.2] and/or take a golden apple from its summit. Or he must kiss the princess at the summit and take her ring or scarf [R111.2.2] In some variants he must jump up to the princess who sits at the window of the fourth story of a building [F1071] (and take her ring), or jump over a grave [F989.1, H331.1.3, H331.1.4]. The young man disguises himself and, with the help of the magic horses, succeeds three times. On the third time, the king (princess) gives him a token (marks him, he is injured). He goes away. (3) Messengers (king, princess) look for the champion, and/or all the men are ordered to march past the princess (the princess summons all the men to a feast). Through his token (mark, injury), the youth is discovered at home (in the kings household) [H80]. He marries the princess. In some variants the horses are disenchanted and become princes (princesses). Cf. Types 313, 314, 314A."
2176,530A,The Pig with the Golden Bristles,"A king commands his (three) sons-in-law to get magic animals: a pig with golden bristles, a golden-horned stag, wild boars from the sea, etc. The stupidest of the sons (another foolish boy) gets these wonders, but trades them to his brothers in return for their cut-off fingers and pieces of skin from their backs. At the feast where the brothers are honored, they are exposed as cheaters by the pieces of evidence shown by the fool."
2177,531,The Clever Horse (previously Ferdinand the True and Ferdinand the False),"(Including the previous Type 513C.) This miscellaneous type comprises various tales dealing with a clever horse. The tale exists chiefly in three different forms, The Godchild of the King und the Unfaithful Companion, The Golden-haired Maiden, and The Clever Horse. A poor boy goes in search of his godfather [H1381.2.2.1], the king (God, Virgin Mary, etc.) [N811]. On the way he obtains a clever magic horse that offers to help him [B211.1.3, B133, B401]. Against the horses advice [B341] he picks up a glimmering feather (golden hair, golden horse-shoe, other bright object), which he later gives to the king. En route the boy is accompanied by a companion (devil, beardless man, Gypsy, etc.) who forces him to change places [K1934] and to swear silence. At the kings court the boy is employed as a groom. He helps different animals, who in return promise to help him [B350, B391, B470, B501]. A treacherous employee of the king (the boys companion) slanders him to the king, saying that he had boasted he could find the bird that had lost the feather and/or to bring the golden-haired maiden (princess) as bride for the king [T11.4.1, H75.2, H1213.1, H1381.3.1.1]. On pain of death he is assigned to accomplish the dangerous tasks [H911]. He succeeds with help of his horse. The abducted princess refuses to marry the old king until she receives certain things (her castle, keys that have fallen into the sea, water of life, etc.). The boy brings these with the help of his horse and of the helpers he had met on his way (grateful animals) [H982, B450]. As the last condition for the marriage the princess demands the boy be killed (burned, beheaded, dismembered, by taking a bath in boiling milk or oil of a herd of wild mares, by water of death, etc.) The horse saves the boy or he is resuscitated by the princess, rejuvenated, and beautified [E15.1, E12, D1865.1]. The king has the same thing done to him with fatal results (the princess does not resuscitate him, he dies in the milk, etc.) [J2411.1]. The magic horse turns into a young woman (man) [B313, D131, D700]. The boy marries her (the princess) and becomes king. Cf. Type 328."
2178,532*,The Magic Ox (previously Son of the Cow ),"(Gods Godson.) With the help of a (two, several) magic ox (cow), a boy plows the copper (iron, stone) field of the king. He marries the princess and receives (half of) the kingdom."
2179,533,The Speaking Horsehead,"A princess is sent to her fianc, a prince of a foreign country. Her mother orders a maidservant to accompany her, and gives her a small rag with some drops of her mothers blood to protect her and sends a speaking horse to take care of her. When during the journey the princess loses her mothers charm, the waiting-maid gains control of the princess [K2252, K1911.1.1], forces her to change clothes and roles [K1934], and to swear an oath of secrecy [K1933]. The prince unwittingly marries the maidservant, and the real princess is employed as a goose-girl [K1816.5]. When the false wife orders the horse to be killed [B335], the princess persuades a farmhand to hang the horsehead on the wall by a gate where she passes daily. Every day she greets the horsehead with a formula, and it answers regretting the injury that is being done to her [D1011, B133.3]. When she speaks a magic formula to make the hat of a goose-boy fly away (to keep an obstrusive goose-boy away from her), he complains to the king. Thereupon the old king starts observing her and finally makes her tell her life story to a stove [H13.2.7] (her dog [H13.1.2]) (cf. Types 870, 894). The truth comes to light, the real bride marries the prince, and the maidservant is punished (she unwittingly declares her own judgment). Cf. Types 403, 425A."
2180,535,The Boy Adopted by Tigers (Animals),A boy is abandoned in the forest and adopted by wild animals (tigers). He is given a magic bow and a magic arrow (axe). The animals arrange a marriage for him. A monkey (barber) takes his place. The boy goes to live with an old widow who has a lovely daughter. He proves his identity by using his magic objects. He marries both the girl to whom he was betrothed and the widows daughter.
2181,537,The Flight on the Grateful Eagle (previously The Marvelous Eagle Gives the Hero a Box),"A man aims his gun three times at an eagle. When suddenly the bird speaks like a human being [B211.3], the man spares it. The eagle has a broken wing and the man nurses the bird for several years until it recovers, spending all his wealth. The grateful bird [B380, Q45] carries the man on his back across the sea [B552] to his kingdom [B222]. On the way it frightens him three times by nearly dropping him into the sea (as the hunter had aimed three times at the bird). On the other side of the sea the eagles father (sister) gives the man a box [D1174.1], telling him not to open it before he reaches home [C321]. Overcome with curiosity, the man opens the box on the way, and a town (castle) springs out of it. In order to put the town back into the box, the man promises his (unborn) son to the devil (supernatural being) [S222]. The tale is usually an introduction to Type 313B."
2182,540,The Dog and the Sailor (previously The Dog in the Sea),"An unhappy sailor in misery tries to drown himself, but in the water (on shore) he meets a dog (poodle) who offers its help [B541.4]. On the dogs advice he takes it along with him to sea. After three heavy storms (several years) the dog orders the sailor to jump into the water. At the bottom of the sea he finds a castle and a beautiful woman. The dog had warned him of her seductive powers, so he kills her. Inside the castle the dog is waiting for him. After enduring three painful nights (after accomplishing special tasks), the sailor cuts off the dogs head, whereupon the prince who had once been enchanted by his mother-in-law (witch, father) is disenchanted [D711] and returns to human form."
2183,545,The Cat as Helper,This type refers to a cycle of related tales; it combines episodes from types 545A and 545B.
2184,545A,The Cat Castle,"A poor girl reaches the kings castle with the help of a cat (dog) [B211.1.8, B422, B421, B435.1, B581.1.2], (her sole inheritance [N411.1.1]). On the cats advice she pretends to be the princess of the castle of the cats. The prince falls in love with her (the royal couple receives her). When she looks out of the window and sees her parents quarreling of a pot of porridge, she laughs. Being asked why, she does not want to reveal her humble origin, so she pretends to have been laughing at the poor condition of the kings castle. The girls noble origin is tested. When she says she possesses a castle more beautiful than that of the king, she is asked to show it. The cat goes to the castle of a troll (giant, giantess) [F771.4.1] and kills him (by making him look into the sun). The girl becomes the owner of the castle and marries the king (guests are received: The cat demands to be killed by the girl and turns into a prince [D711]. He marries the girl) [B582.1.2]. Cf. Type 505."
2185,545A*,The Magic Castle,"(Including the previous Type 512*.) A poor girl gives all her food to an animal (cat, dog, fox) or to an old beggar (Christ). Afraid that her grandmother (mother, aunt) will punish her, she runs away and comes to a castle. (On the way, supernatural beings transform her adornments from flowers, snail shells, etc. into precious jewels.) She becomes queen. The grandmother comes and demands the food that she had given away. But the grandmother is pushed off the balcony (ladder), dies, and turns into a grapevine (tree), which continues to question the queen about the missing food. The queen laughs at this and her husband demands that she should explain why she laughed. She replies hastily that the toilet brush is more beautiful than his beard (her own castle or garment is more beautiful than his). The animal (supernatural being) helps her to prove this by giving her a bejeweled toilet brush (castle). In some variants a girl is cast out by her older sisters. On the advice of an old man, she goes to work in a castle. When the owners son asks to see the girls own castle, the old man helps her to produce one. (Previously Type 512*.)"
2186,545B,Puss in Boots,"An animal (cat [B211.1.8, B422], fox [B435.1], jackal [B435.2], monkey [B441.1], etc.) intends to help a poor man (out of obligation) to become rich (by marrying him to the princess) [B580, B581, B582.1.1]. In order to gain the emperors confidence, the animal tells him that the poor man is very wealthy [K1917.3]. When the poorly dressed future bridegroom travels to his brides residence, the animal simulates an accident (robbery), in which all his clothes (horses, bride presents, wedding guests) are lost [K1952.1.1]. Thereupon the king gives the poor man good clothes and he is accepted as a bridegroom. When the man has to display his property, the animal leaves before him and coerces the shepherds and farmers to say that their herds and farmland belong to the poor man. The animal kills the real owner of the properties, a demon (dragon, ogre, giant, witch, magician) by burning, slaying, shooting or through a trick [F771.4.1, K722]. When the bride arrives with her entourage, the bridegroom presents himself as the real owner of the property. The animal tests the gratitude of the poor man by feigning death (it becomes a human when it is decapitated [D711]). In some variants the man behaves ungrateful or does not keep his promise."
2187,545D*,The Pea King (previously The Bean King),"(Including the previous Type 545C*.) A poor boy finds a pea (bean) and imagines how many peas might grow from it. He goes to the king and asks for storehouses and sacks for his coming crops. The king is impressed and believes the boy is. He tests his noble origin by a bed-test (cf. Type 704). The boy is unable to sleep on the hard couch because he is worried about his lost pea. He marries the kings daughter. When the king wants to see the property of his son-in-law, the young man meets an ogre (devil, grateful ghost) who offers to give him his castle, but only if he can solve some riddles. The ogre tells all the farmers and shepherds on the way to pretend to be employees of the poor boy. An old man helps him solve the riddles. The ogre and his brothers burst, and the poor man becomes the owner of the castle and its land. Cf. Type 859."
2188,546,The Clever Parrot,The king wins the gratitude of a parrot who takes him to a princess (the parrot brings a princess to the king). On the return trip the king and his bride are separated. The parrot reunites them.
